Profile (FG500),,,Details (FG500),,,,,,,,,,RE100,,,SBTi,,,,,,,,,,,,NZ Tracker Definition,,,,,,Carbon Neutral,,,,,,Net Zero,,,,,,,Use of carbon credits,,Other reduction targets,,,,,,Other,,,Binary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,Last year checks ,,,,,,this year  ,,,,,
325,305,Denso,Motor Vehicle Parts,Automotive,Japan,Asia,"$46,979.7","$2,749.1",0.27,"$54,206.4",158056,31,N,,,Y,Y,Targets set,1.5°C ,2030,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,No,"1,2",C,Y,"""Specifically, we have added the perspective of carbon neutrality to our CO2 reduction plans under Eco Vision 2025, the Company‚Äôs environmental management policy formulated in 
2016. For our Monozukuri activities, we have adopted the target of realizing carbon-neutral electricity by fiscal 2026 (carbon credits to be used with respect to gas) and becoming 
completely carbon neutral, including gas, by fiscal 2036.""",2035,,,,N,,,,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,Y,No,N,C,Y,0,Y,,N,Y,Yes,
296,274,Deutsche Bahn,Railroads,Transportation and logistics,Germany,Europe,"$50,972.2",$-844.6,0,"$86,868.9",296662,31,N,,,Y,Y,Targets set,1.5°C ,2034,Targets set,1.5°C ,2040,Y,Targets set,2040,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","""Our initial Transition Plan describes the progress made to date as well as our plan to reach net zero by 2050, and is part of Deutsche Bank's NZBA commitment.""",2050,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,Y,Yes,N,C,U,0,Y,Targets set,Y,N,Yes,
177,205,Deutsche Bank,Banks: Commercial and Savings,Financial services,Germany,Europe,"$73,708.2","$4,695.6",-0.314,"$1,440,291",89753,31,Y,2022,2025,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","""Our initial Transition Plan describes the progress made to date as well as our plan to reach net zero by 2050, and is part of Deutsche Bank's NZBA commitment.""",2050,,,Yes,Not Specified,No,N,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,N,0,C,N,0,Y,N,,Y,N,Yes,
72,77,Deutsche Telekom,Telecommunications,Telecommunications and media,Germany,Europe,"$125,196.3","$12,121.8",-0.37,"$315,732",198194,31,Y,2019,2021,Y,Y,Targets set,1.5Â°C,2030,Targets set,1.5Â°C,2040,Y,Targets set,2040,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Yes,"1,2,3","C,V",Y,"""By 2040 at latest, we want to achieve net zero emissions (climate neutral) along the entire value chain â€“ across Scope 1, 2 and 3 emissions. To achieve this, we aim to reduce total emissions by at least 90 % from a 2020 baseline; only up to 10 % may be offset."" (under â€œESRS E1â€‘4 â€“ Targets related to climate change mitigation and adaptation."" Link - https://report.telekom.com/annual-report-2024/sustainability-statement/environment/esrs-e1-climate-change.html?tabc=4e1) ",2040,,,,N,,,,,,Yes,Yes (nature-based and CCS-based removals),Yes,N,,,,,,,,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,Y,Yes,V,C,0,Y,Y,Targets set,N,Y,Yes,
124,134,DHL Group,Delivery,Transportation and logistics,Germany,Europe,"$91,041.4","$3,603.3",-0.094,"$72,349.4",559051,31,N,,,Y,Y,Targets set,1.5°C ,2030,Targets set,1.5°C ,2050,Y,Targets set,2050,,Net zero,Net Zero,Not Specified,Not Specified,Not Specified,,,N,,,,,,Y,,"In 2017, the company announced its goal to reduce all logistics-related emissions to net zero by 2050.",2050,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,Y,Yes,C,N,0,U,Y,Targets set,Y,N,Yes,
385,389,Dollar General,Specialty Retailers,Retail,U.S.,North America,"$40,612.3","$1,125.3",-0.323,"$31,132.7",194200,8,N,,,N,N,,,,,,,,,,,Emissions reduction target,Other Emission Reduction,Yes,Yes,No,"1,2",,N,,,,,,N,,,,,,Yes,Not Specified,No,Y,"""Dollar General has both shorter-term and longer-term goals to reduce
our GHG emissions*.
15% REDUCTION per square foot by 2026
30% REDUCTION per square foot by 2031""
(p. 29)",2031,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Yes,
291,240,Dongfeng Motor,Motor Vehicles & Parts,Automotive,China,Asia,"$51,309.3",$318.4,0,"$63,972.3",118508,16,N,,,N,N,,,,,,,,,,,No target,No Target,yes,yes,,"1,2",,N,committed to national peak and neutrality targets with their own timeline,2050,https://etp.dfmc.com.cn/xydt/002002/20251022/d2f40072-fbc4-432c-a530-e1ff7f692c78.html,,,N,,,,,,Not Specified,,,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,G,"Y, g",0,N,,N,N,Not Specified,
355,346,Dow,Chemicals,Chemicals,U.S.,North America,"$42,964","$1,116",0.895,"$57,312",36000,6,N,,,N,N,,,,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Yes,"1,2,3","C,V",Y,"""By 2050, Dow aspires to be carbon neutral (Scope 1 + 2 + 3 plus product benefits).""",2050,,,,N,,,,,,Not Specified,Yes (unspecified),No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,N,V,Y,0,N,,N,Y,Not Specified,
353,404,DZ Bank,Banks: Commercial and Savings,Financial services,Germany,Europe,"$43,262.7","$2,401.9",0.043,"$682,996.5",30014,30,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","In 2022, the DZ BANK banking group7 began to align its business portfolios with the general parameters aimed at achieving the Paris climate agreement. To this end, the DZ BANK banking group undertakes to align its portfolios in particularly carbon-intensive sectors with the 1.5¬∞C target. The sector-specific decarbonization pathways are running on a medium to long-term convergence with the 1.5¬∞C reference pathway. Conformity with the 1.5¬∞C target pathway should be achieved in 2050 for selected sectors. The entities in the DZ BANK banking group formally declared this ambition as part of voluntary commitments such as the Net Zero Banking Alliance Germany and the collective commitment to climate action of the German financial sector.

The targets were set on the basis of these scenarios and assumptions. The sector targets for the DZ BANK banking group are aimed at aligning the lending and investment portfolios with the Net Zero Emissions 2050 scenario (NZE) of the International Energy Agency in the long term.

The DZ BANK banking group‚Äôs decarbonization target pathway is broadly aligned with the International Energy Agency‚Äôs Net Zero Emissions (IEA NZE) reference pathway, which is recognized internationally and by the science community and is based on an absolute metric (financed emissions ‚Äì megatonnes CO2eq). The target is limited to upstream oil and gas activities 9 (extraction and production; Scope 3 greenhouse gas emissions), not to geographical boundaries. It covers the original target period from 2024 to 2050 (26 years) with defined interim targets for 2027, 2030, and 2040.",2050,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,N,C,Y,0,N,,Y,N,Yes,
140,101,E.ON,Energy,Energy and utilities,Germany,Europe,"$86,643.2","$4,900",7.767,"$115,304.4",76566,31,N,,,Y,Y,Targets set,1.5Â°C,2030,,,,,,,,Climate neutral,Carbon Neutral,Yes,Yes,Yes,"1,2,3","C,V",Y,"E.ON has the target of achieving climate neutrality across Scope 1 and 2 emissions by 2040 and Scope 3 emissions by 2050 (On Course for Net Zero Fifth Edition, p. 13 & 15).
Source: https://web.archive.org/web/20251001170848/https://www.eon.com/content/dam/eon/eon-com/eon-com-assets/documents/sustainability/en/climate-related-disclosures/EON_2025_On_course_for_net_zero.pdf",2050,,,,N,,,,,,Not Specified,Yes (unspecified),No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,Y,No,N,"C, V",Y,0,Y,,N,Y,Not Specified,
495,480,Ecopetrol,"Mining, Crude-Oil Production",Metals and mining,Colombia,Latin America,"$32,736.3","$3,398.4",-0.303,"$67,752.1",19581,8,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","'We announced our commitment to achieve net zero carbon emissions by 2050 (Scopes 1 and 2)' (p14, 2021).
nb also 
By 2050, the company plans a 50% reduction in its total emissions (Scopes 1, 2 and 3), including the entire value chain, which encompasses the use of its products. 

Also in 2024: Ecopetrol committed to achieve Net Zero Carbon emissions by 2050 (Scopes 1 and 2) [...]. Additionally, the Ecopetrol Group will seek to reduce 50% of total emissions (Scopes 1, 2 and 3) by 2050. (https://www.ecopetrol.com.co/wps/portal/Home/tesg/environmental/climate-action/climate-ambition, consulted in august 2024)",2050,,,Yes,Yes (nature-based and CCS-based removals),No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,C,N,0,Y,N,,Y,N,Yes,
237,257,Edeka Zentrale,Wholesalers: Food and Grocery,"Food, beverages and agriculture",Germany,Europe,"$58,493.6",$379.8,-0.037,"$11,845.1",413000,27,N,,,Y,Y,Targets set,1.5Â°C,2032,Targets set,1.5Â°C,2045,Y,Targets set,2045,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","From SBTi target dashboard: ""Overall net-zero target: EDEKA ZENTRALE Stiftung & Co. KG (Netto Marken-Discount Stiftung & Co. KG, BUDNI Handels & Service GmbH) commits to reach net-zero greenhouse gas emissions across the value chain by 2045.""",2045,,,Not Specified,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,N,Yes,V,N,0,U,Y,Targets set,Y,N,Not Specified,
69,49,Electricite de France,Utilities,Energy and utilities,France,Europe,"$128,355.1","$12,334.8",0.139,"$378,137.3",181850,31,N,,,Y,Y,Targets set,Well-below 2Â°C,2030,,,,N,Commitment removed,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3",2020,2050,,,No,Yes (nature-based and CCS-based removals),,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,Y,No,V,N,0,U,Y,Commitment removed,Y,N,No,
37,40,Elevance Health,Health Care: Insurance and Managed Care,Health care and pharmaceuticals,U.S.,North America,"$177,011","$5,980",-0.001,"$116,889",103679,24,Y,2019,2025,Y,Y,Targets set,1.5°C ,2030,,,,,,,,Net zero,Net Zero,Yes,Yes,Partial,"1,2",,N,,,,,C,Y,"1,2",Develop and implement a long-term transition plan for the general account in line with net zero by 2050.,2050,,,Yes,Not Specified,No,N,,,,,,,,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,N,0,C,C,U,U,Y,,Y,N,Yes,
336,455,Eli Lilly,Pharmaceuticals,Health care and pharmaceuticals,U.S.,North America,"$45,042.7","$10,590",1.021,"$78,714.9",47000,17,N,,,N,N,,,,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Yes,"1,2,3","C,V",Y,Lilly‚Äôs 2030 goals are to source 100% of purchased electricity from renewable sources and to achieve carbon neutrality in our operations. (Become carbon neutral in our own operations (scope 1 and 2 emissions),2030,,,,N,,,,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,N,0,N,C,Y,0,N,,N,Y,Yes,
445,431,ELO Group,Food & Drug Stores,Retail,France,Europe,"$35,926","$19,743",0.143,"$94,511",31600,2,N,,,N,N,,,,,,,,,,,,,,,,,,N,,,https://groupe-elo.com/en/responsability/,no useful information ,,N,,,,,,Not Specified,,,N,,,,,,,ELO SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
470,492,Emirates Group,Airlines,Transportation and logistics,UAE,Middle East,"$34,238.5",$188.6,0.358,"$27,206.1",59157,5,N,,,N,N,,,,,,,,,,,,,,,,,,N,,,https://www.emirates.com/uk/english/about-us/our-planet,,,N,,,,https://www.emirates.com/english/about-us/our-planet/environmental-policy/,no useful information ,Not Specified,,,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
397,497,Enbridge,Pipelines,Energy and utilities,Canada,North America,"$39,036.9","$3,972.1",-0.134,"$152,307.9",15250,12,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,No,"1,2",,N,,,,,C,Y,"1,2",Net-zero emissions from our operations by 2050,2050,,,Yes,Yes (nature-based and CCS-based removals),Yes,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,C  ,N,0,Y,N,,Y,N,Yes,
145,97,Enel,Utilities,Energy and utilities,Italy,Europe,"$85,375.8","$7,587.3",1.041,"$193,765.8",60359,31,N,,,Y,Y,Targets set,1.5Â°C,2030,Targets set,1.5Â°C,2040,Y,Targets set,2040,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","Enel aims to achieve zero emissions by 2040, a more ambitious target than the global 2050 goal. The company is committed to eliminating emissions across all operations, including suppliers and customers, and will exit the natural gas sector to supply only renewable electricity.

Source: /web/20250630153054/https://www.enel.com/investors/sustainability/strategy-sustainable-progress/net-zero
https://web.archive.org/web/20250604213234/https://www.enel.com/content/dam/enel-com/documenti/investitori/informazioni-finanziarie/2024/annuali/en/integrated-annual-report_2024.pdf#page=96",2040,,,No,Yes (unspecified),Yes,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,Y,Yes,V,N,0,Y,Y,Targets set,Y,N,No,
180,153,ENEOS Holdings,Petroleum Refining,Oil and gas,Japan,Asia,"$72,819.3","$1,483",-0.256,"$58,638.9",40256,31,N,,,N,N,,,,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Yes,"1,2,3","C,V",Y,"The ENEOS Group, in their 2025 roadmap, aims to achieve carbon neutrality for Scope 1 and 2 emissions by fiscal 2040, and for Scope 3 emissions by fiscal 2050.",2050,,,,N,,,,,,Yes,Yes (nature-based and CCS-based removals),No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,I,"C, V",Y,0,N,,N,Y,Yes,
424,316,Energie Baden-Wurttemberg,Utilities,Energy and utilities,Germany,Europe,"$37,335.8","$1,345",-0.191,"$66,553.8",28597,15,N,,,Y,Y,Targets set,1.5°C ,2035,,,,,,,,Climate neutral,Carbon Neutral,Yes,Yes,Yes,"1,2,3","C,V",Y,"We have set ourselves the goal of climate neutrality by 2035 at the latest. By this we mean net neutrality in relation to our Scope 1 and 2 emissions. We base this on a residual budget of 150 megatons, which follows from the definition of the German Advisory Council on the Environment for achieving climate neutrality in accordance with the requirements of the Paris Climate Agreement.

""EnBWâ€™s 2035 climate neutrality target in relation to Scope 1 and 2 is in line with the requirements and targets in the Paris Climate Agreement. In order to achieve net zero emissions by 2035 and the interim target of a 50 % emission reduction by 2030 (relative to the 2018 baseline), we have adopted a package of various climate action measures."" - Source: https://archive.vn/bHfej",2035,,,,N,,,,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,N,0,N,C,Y,0,Y,,N,Y,Yes,
151,155,Energy Transfer,Pipelines,Energy and utilities,U.S.,North America,"$82,671","$4,814",0.223,"$125,380",16248,12,N,,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,,,Not Specified,,,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
156,130,Engie,Energy,Energy and utilities,France,Europe,"$79,822.7","$4,440.4",0.86,"$196,256",94017,30,N,,,Y,Y,Targets set,Well-below 2¬∞C,2030,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","ENGIE has set a goal of reaching Net Zero Carbon (1) throughout its entire value chain (scope 1, 2 and 3) by 2045, following a well-below 2¬∞C trajectory certified by the Science Based Target initiative (SBTi) in February 2023.
*aiming for at least a 90% absolute reduction in greenhouse gas emissions from 2017 levels ( source - https://web.archive.org/web/20250824130356/https://www.engie.com/sites/default/files/assets/documents/2025-06/ENGIE_Brochure_Climat_2024-1906.pdf)
",2045,,,Yes,Yes (unspecified),No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,Y,No,V,N,0,Y,Y,,Y,N,Yes,
104,98,ENI,Petroleum Refining,Oil and gas,Italy,Europe,"$98,641.7","$2,837.7",-0.45,"$152,142.3",32492,31,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","We have set progressive targets to achieve net zero emissions from exploration activities by 2030 and from all of Eni by 2035 (Scope 1+2), reaching Net Zero for all GHG Scope 1, 2 and 3 emissions by 2050.",2050,,,Yes,Yes (nature-based and CCS-based removals),Yes,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,"C, V",V,Y,Y,N,,Y,N,Yes,
250,303,Enterprise Products Partners,Pipelines,Energy and utilities,U.S.,North America,"$56,219","$5,901",0.067,"$77,168",7800,15,N,,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,,,Not Specified,,,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
96,91,Equinor,Petroleum Refining,Oil and gas,Norway,Europe,"$103,774","$8,806",-0.259,"$131,141",24898,31,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","""Equinor aims to achieve net zero by 2050 across scope 1, 2 and 3 emissions, and the goals of the Paris Agreement""
",2050,,,Yes,Yes (nature-based and CCS-based removals),No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,N,0,V,"C, V",U,U,N,,Y,N,Yes,
14,12,Exxon Mobil,Petroleum Refining,Oil and gas,U.S.,North America,"$349,585","$33,680",-0.065,"$453,475",60900,31,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,No,"1,2",,N,,,,,C,Y,"1,2","""In January 2022, we announced a 2050 net-zero GHG ambition for our operated assets, which requires new advancements in technology and practical government  policies."" (covers Scopes 1 and 2) p7

",2050,,,Yes,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,C,N,0,Y,N,,Y,N,Yes,
363,393,Fairfax Financial Holdings,Insurance: Property and Casualty (Stock),Financial services,Canada,North America,"$42,282.3","$3,874.9",-0.116,"$96,777.3",57050,2,N,,,N,N,,,,,,,,,,,No target,No Target,Not Specified,Not Specified,Not Specified,,,N,,,https://www.fairfax.ca/wp-content/uploads/2025/04/250407_ESG_Report_FINAL.pdf,no usefull information,,N,,,,,,Not Specified,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
50,58,Fannie Mae,Diversified Financials,Financial services,U.S.,North America,"$152,670","$16,978",-0.025,"$4,349,731",8200,28,N,,,N,N,,,,,,,,,,,No target,No Target,No,No,No,,,N,,,https://capitalmarkets.fanniemae.com/mortgage-backed-securities/multifamily-mbs/fannie-mae-publishes-multifamily-green-mbs-energy-metrics-report,no usefull information,,N,,,,,,Not Specified,No,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
135,127,FedEx,Delivery,Transportation and logistics,U.S.,North America,"$87,693","$4,331",0.09,"$87,007",494824,31,N,,,Y,Y,Committed,,2030,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Partial,"1,2",C,Y,,2040,,,,N,,,,,,Not Specified,Not Specified,No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,N,0,N,C,U,0,Y,,N,Y,Not Specified,
349,349,Fomento Económico Mexicano,Beverages,"Food, beverages and agriculture",Mexico,Latin America,"$43,800.7","$1,460.5",-0.606,"$40,933.3",388999,6,N,,,N,N,,,,,,,,,,,,,,,,,,N,,,https://www.femsa.com/en/sustainability/focus-topics/our-planet/,no useful information ,,N,,,,,,Not Specified,,,N,,,,,,,Integrated-report-results-in-2024.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,,N,N,Not Specified,
36,36,Ford Motor,Motor Vehicles,Automotive,U.S.,North America,"$184,992","$5,879",0.352,"$285,196",171000,31,N,,,Y,Y,Targets set,1.5°C / Well-below 2°C,2035,,,,N,Commitment removed,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Yes,"1,2,3","C,V",Y,"Achieve carbon neutrality by 2050
https://web.archive.org/web/20251010223020/https://corporate.ford.com//corporate/articles/sustainability/ford-expands-climate-change-goals/",2050,,,,N,,,,,,Yes,Yes (unspecified),No,N,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,Y,Yes,N,V,Y,0,Y,Commitment removed,N,Y,Yes,
80,88,Freddie Mac,Diversified Financials,Financial services,U.S.,North America,"$122,052","$11,858",0.125,"$3,386,692",8090,29,N,,,N,N,,,,,,,,,,,No target,No Target,Not Specified,Not Specified,Not Specified,,,N,,,https://www.freddiemac.com/about/pdf/2023_Sustainability_Report.pdf,no usefull information,,N,,,,,,Not Specified,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
